INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 32200, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 5.5, actual clock drifts: [0.9495865963246022, -2.265382832782288, 0.08215585967782246, -5.023325871126307, -4.2679675466568945, -1.0999862458182195, -4.5699692985044305, -1.9345564857881312, 1.9143431439587832, -0.7136874922195231]
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [14, 14, 16, 14, 7, 11, 9, 11, 9, 9], "hlc": [921576, 2]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 7, "vc": [14, 15, 16, 14, 7, 11, 9, 13, 9, 9], "hlc": [921576, 3]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 6, "vc": [6, 9, 17, 14, 7, 9, 11, 10, 9, 9], "hlc": [921576, 0]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 5, "vc": [1, 10, 8, 17, 7, 14, 2, 8, 9, 10], "hlc": [921575, 7]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 1, "vc": [1, 12, 8, 9, 7, 15, 2, 11, 9, 10], "hlc": [921575, 7]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 3, "vc": [6, 10, 8, 16, 7, 9, 12, 7, 9, 9], "hlc": [921575, 7]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 4, "vc": [6, 3, 8, 9, 11, 13, 10, 8, 5, 12], "hlc": [921575, 0]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 8, "vc": [11, 5, 12, 13, 11, 13, 10, 10, 13, 13], "hlc": [921577, 1]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 2, "vc": [15, 5, 6, 13, 5, 11, 7, 8, 8, 7], "hlc": [921576, 1]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 2, "vc": [14, 16, 16, 14, 7, 11, 9, 13, 9, 9], "hlc": [921576, 4]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 6, "vc": [1, 10, 8, 18, 7, 14, 2, 8, 9, 10], "hlc": [921575, 8]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 6, "vc": [1, 12, 8, 9, 7, 16, 2, 11, 9, 10], "hlc": [921575, 8]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 5, "vc": [13, 5, 6, 13, 5, 11, 7, 14, 8, 8], "hlc": [921575, 6]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 9, "vc": [11, 5, 12, 13, 8, 9, 7, 10, 14, 8], "hlc": [921577, 1]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 0, "vc": [11, 5, 12, 13, 11, 13, 10, 10, 13, 14], "hlc": [921577, 2]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 9, "vc": [16, 5, 12, 13, 11, 13, 10, 10, 13, 14], "hlc": [921577, 3]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 0, "vc": [15, 9, 18, 14, 7, 11, 11, 10, 9, 9], "hlc": [921576, 2]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 1, "vc": [15, 16, 19, 14, 7, 11, 11, 13, 9, 9], "hlc": [921576, 5]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 7, "vc": [13, 12, 8, 13, 7, 17, 7, 14, 9, 10], "hlc": [921575, 9]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 3, "vc": [6, 10, 8, 18, 7, 14, 13, 8, 9, 10], "hlc": [921575, 9]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 5, "vc": [6, 12, 8, 18, 7, 16, 14, 11, 9, 10], "hlc": [921575, 10]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 8, "vc": [11, 5, 12, 13, 11, 13, 10, 10, 14, 15], "hlc": [921577, 3]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 5, "vc": [17, 5, 12, 13, 11, 13, 10, 10, 13, 14], "hlc": [921577, 4]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 6, "vc": [14, 17, 16, 14, 7, 11, 9, 13, 9, 9], "hlc": [921576, 5]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 7, "vc": [1, 10, 8, 19, 7, 14, 2, 8, 9, 10], "hlc": [921575, 9]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 0, "vc": [6, 3, 8, 9, 12, 13, 8, 8, 5, 10], "hlc": [921573, 14]}
